,Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
94686,1494214,171314510,2017-06-15,2017-06-15,1920,13,Newton,1309,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1300    WILSON                       ST,,"(34.0256, -118.2349)"
139597,321425,110100737,2011-03-18,2011-03-18,400,1,Central,166,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400,33.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,600 S  SAN PEDRO                    ST,,"(34.0423, -118.2452)"
58806,885691,141113995,2014-07-25,2014-07-25,600,11,Northeast,1177,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,25.0,M,H,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,745.0,,,,2000 N  FIGUEROA                     ST,,"(34.0814, -118.2257)"
41028,648521,121508295,2012-03-17,2011-11-21,230,15,N Hollywood,1535,850,INDECENT EXPOSURE,0529 0913 0538 0528 1808,53.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,850.0,,,,5600    BECK                         AV,,"(34.1722, -118.3834)"
143344,1084423,151009548,2015-05-14,2015-05-14,1417,10,West Valley,1027,440,THEFT PLAIN - PETTY ($950 & UNDER),0202 1414 0344 0352 0394,35.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,16900    ENADIA                       WY,,"(34.2001, -118.5014)"
153153,53765,130708208,2013-04-11,2013-04-10,1140,7,Wilshire,765,350,"THEFT, PERSON",0344,62.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,4800 W  PICO                         BL,,"(34.0483, -118.3409)"
108157,1044000,150519152,2015-12-07,2015-12-07,1730,5,Harbor,557,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,800 W  1ST                          ST,,"(33.7433, -118.2945)"
26370,679979,121813981,2012-07-10,2012-07-09,2310,18,Southeast,1846,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0302 0432 0329 1300 0906,23.0,F,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,230.0,,,,1400 E  112TH                        ST,,"(33.9326, -118.2502)"
83378,1075801,150911659,2015-06-04,2015-06-04,720,9,Van Nuys,919,310,BURGLARY,0344 1601,35.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,13400    VANOWEN                      ST,,"(34.194, -118.4247)"
88710,866278,140908928,2014-04-12,2014-04-12,700,9,Van Nuys,911,805,PIMPING,0943,17.0,F,B,505.0,MOTEL,,,AA,Adult Arrest,805.0,,,,6900 N  SEPULVEDA                    BL,,"(34.1958, -118.4662)"
135635,1307197,161104794,2016-01-18,2016-01-18,1330,11,Northeast,1179,624,BATTERY - SIMPLE ASSAULT,0356,35.0,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,624.0,,,,200 E  AVENUE 39,,"(34.0905, -118.2098)"
79534,1112071,151226344,2015-11-24,2015-11-22,1130,12,77th Street,1269,310,BURGLARY,1601 0344,31.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,8400    TOWNE                        AV,,"(33.9629, -118.2673)"
70441,571460,120709628,2012-05-09,2012-05-01,1100,7,Wilshire,785,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,2100 S  LONGWOOD                     AV,,"(34.038, -118.3462)"
51845,1044265,150519604,2015-12-17,2015-12-17,835,5,Harbor,507,755,BOMB SCARE,0404,46.0,M,H,501.0,SINGLE FAMILY DWELLING,501.0,BOMB THREAT,IC,Invest Cont,755.0,998.0,,,1400 W  222ND                        ST,,"(33.8257, -118.3016)"
86981,912774,141324111,2014-12-27,2014-12-27,2230,13,Newton,1331,753,DISCHARGE FIREARMS/SHOTS FIRED,1407 1100 0400 1309 0309,13.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,753.0,998.0,,,200 E  30TH                         ST,,"(34.0213, -118.2696)"
123360,1329715,161227721,2016-11-15,2016-11-15,1420,12,77th Street,1249,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446 1206,35.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,6600 S  HOOVER                       ST,,"(33.9792, -118.2871)"
53505,29914,130406036,2013-02-21,2013-01-03,1340,4,Hollenbeck,449,354,THEFT OF IDENTITY,0100,55.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1000 N  EVERGREEN                    AV,,"(34.0501, -118.197)"
150750,166248,131218564,2013-08-06,2013-08-05,2300,12,77th Street,1215,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0448 0419 0416 0446,36.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,1200 W  57TH                         ST,,"(33.991, -118.2958)"
29888,1201106,152119530,2015-12-02,2015-12-01,1800,21,Topanga,2129,510,VEHICLE - STOLEN,,14.0,,,104.0,DRIVEWAY,,,AA,Adult Arrest,510.0,,,,19900    LANARK                       ST,,"(34.218, -118.5667)"
146714,1156084,151710276,2015-05-14,2015-05-07,1445,17,Devonshire,1745,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,,M,W,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,18000    CHATSWORTH                   ST,,"(34.2647, -118.5253)"
81340,1545491,171714413,2017-07-17,2017-07-15,730,17,Devonshire,1745,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0344,59.0,F,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,17700    SAN JOSE                     ST,,"(34.2613, -118.5198)"
115111,1544741,171417083,2017-07-22,2017-07-20,2300,14,Pacific,1494,624,BATTERY - SIMPLE ASSAULT,0344,26.0,M,H,101.0,STREET,,,IC,Invest Cont,624.0,,,,6300 W  96TH                         ST,,"(33.9487, -118.3963)"
108053,1231609,160310539,2016-04-09,2016-04-08,2350,3,Southwest,305,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0416 0431 1822,37.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,ADAMS                        BL,PALM GROVE                   AV,"(34.0326, -118.3446)"
85444,385361,110811654,2011-06-25,2011-06-25,1628,8,West LA,889,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,36.0,F,W,406.0,OTHER STORE,,,IC,Invest Cont,341.0,,,,1800 S  LA CIENEGA                   BL,,"(34.0445, -118.3768)"
129929,1409298,162013559,2016-07-13,2016-07-13,2035,20,Olympic,2035,210,ROBBERY,2000 1266 1218 2004 0319 0400 0344 0446 0334,40.0,M,B,109.0,PARK/PLAYGROUND,219.0,SCREWDRIVER,AO,Adult Other,210.0,626.0,,,WILSHIRE,ALEXANDRIA,"(34.0618, -118.2979)"
65160,1529032,172011566,2017-05-30,2017-05-29,2000,20,Olympic,2027,510,VEHICLE - STOLEN,,16.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,500 S  NORMANDIE                    AV,,"(34.0654, -118.3004)"
4906,293058,101219876,2010-07-23,2010-07-23,430,12,77th Street,1251,210,ROBBERY,0334 0344 0355 0377 1004 1202 1822,66.0,M,B,301.0,GAS STATION,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210.0,,,,3400 W  FLORENCE                     AV,,"(33.9745, -118.3309)"
4083,1538974,171515015,2017-07-12,2017-07-12,30,15,N Hollywood,1549,320,"BURGLARY, ATTEMPTED",1414 0344 2004 1402 1607 0327,29.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,320.0,998.0,,,5400    FAIR                         AV,,"(34.1685, -118.3743)"
6663,231950,100321245,2010-09-05,2010-09-05,255,3,Southwest,363,310,BURGLARY,0344 1402 1607,,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,998.0,,,4100    CRENSHAW                     BL,,"(34.0102, -118.3351)"
156297,766971,131818879,2013-11-17,2013-11-16,2200,18,Southeast,1822,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 W  99TH                         ST,,"(33.9465, -118.2804)"
73450,816721,140313567,2014-06-11,2014-05-20,1200,3,Southwest,393,354,THEFT OF IDENTITY,0377 0930 0928 1822,50.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4200    MC CLUNG                     DR,,"(34.0085, -118.3341)"
134613,609236,121115754,2012-08-09,2012-08-09,200,11,Northeast,1142,310,BURGLARY,0314 1402 1606,28.0,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,998.0,,,4500    LOS FELIZ                    BL,,"(34.1119, -118.2874)"
84734,487067,111823809,2011-12-31,2011-12-26,430,18,Southeast,1842,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,76.0,M,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,745.0,,,,200 E  111TH                        ST,,"(33.9348, -118.2717)"
82786,652659,121516227,2012-08-09,2012-08-06,2300,15,N Hollywood,1599,330,BURGLARY FROM VEHICLE,1302 1609 1307 0344,33.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,CAHUENGA                     BL,OAKLEY                       DR,"(34.1321, -118.354)"
104159,205986,131318169,2013-09-14,2013-09-14,2345,13,Newton,1393,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1822 1100 0334 0302 0906 0450 0371 1310 0432,23.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,71ST,BROADWAY,"(33.9756, -118.2783)"
63894,1326256,161221563,2016-08-22,2016-08-20,1700,12,77th Street,1265,330,BURGLARY FROM VEHICLE,0344 0321,66.0,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,8200 S  NEW HAMPSHIRE                AV,,"(33.9644, -118.2929)"
10089,1518285,171811015,2017-05-06,2017-05-06,30,18,Southeast,1824,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1307 1822,36.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,9600 S  CENTRAL                      AV,,"(33.9493, -118.254)"
142469,102942,101213053,2010-04-28,2010-04-27,2130,12,77th Street,1241,624,BATTERY - SIMPLE ASSAULT,0361 0417 0913,51.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6500    BRYNHURST                    AV,,"(33.9806, -118.3338)"
137003,1349128,161421477,2016-08-09,2016-07-09,2300,14,Pacific,1494,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1822 0344,52.0,F,H,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,200    WORLD                        WY,,"(33.9449, -118.4059)"
25123,1367161,161607546,2016-03-30,2016-03-30,1350,16,Foothill,1684,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311 0319 1212,,M,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745.0,,,,7800    LANKERSHIM                   BL,,"(34.2166, -118.3919)"
64646,1190459,152017556,2015-10-13,2015-10-13,2130,20,Olympic,2081,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,23.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1600 S  SAINT ANDREWS                PL,,"(34.0436, -118.3116)"
44644,1494513,171315338,2017-06-28,2017-06-26,130,13,Newton,1321,310,BURGLARY,0344 1607,,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,2200 S  FIGUEROA                     ST,,"(34.0316, -118.2738)"
31437,1076264,150912557,2015-06-23,2015-06-23,200,9,Van Nuys,919,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1501,49.0,M,O,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,341.0,,,,13500    VOSE                         ST,,"(34.1985, -118.4268)"
30641,160995,101722026,2010-12-03,2010-12-01,2000,17,Devonshire,1755,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,31.0,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331.0,,,,10200    LINDLEY                      AV,,"(34.2549, -118.5274)"
135210,818070,140315932,2014-07-18,2014-07-18,145,3,Southwest,308,624,BATTERY - SIMPLE ASSAULT,0416 0417 0400 1210,34.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000 W  23RD                         ST,,"(34.0342, -118.2816)"
94253,1340375,161322139,2016-11-01,2016-10-29,1040,13,Newton,1307,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,38.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,700 S  CENTRAL                      AV,,"(34.0368, -118.2412)"
107614,972372,142010310,2014-05-17,2014-05-09,530,20,Olympic,2002,121,"RAPE, FORCIBLE",1251 1206 0342 0913 2002 0527 0529 0448 1409,21.0,F,K,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,998.0,,,300 N  SAINT ANDREWS                PL,,"(34.0763, -118.3114)"
119845,1429345,172104347,2017-01-06,2016-09-01,1200,21,Topanga,2157,310,BURGLARY,0344,39.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,21200    KITTRIDGE                    ST,,"(34.1912, -118.5941)"
78834,747837,131613679,2013-08-27,2013-08-27,800,16,Foothill,1621,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,12.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,VAN NUYS,REMICK,"(34.2576, -118.4338)"
88119,803384,140205167,2014-01-24,2014-01-23,2050,2,Rampart,235,330,BURGLARY FROM VEHICLE,1601 1606 0344,25.0,F,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,300 N  ALVARADO                     ST,,"(34.0693, -118.2687)"
34003,908228,141314359,2014-07-09,2014-07-09,1745,13,Newton,1323,624,BATTERY - SIMPLE ASSAULT,0416,20.0,M,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,22ND                         ST,CENTRAL                      AV,"(34.0221, -118.2527)"
36817,738157,131514735,2013-07-19,2013-07-17,1200,15,N Hollywood,1506,330,BURGLARY FROM VEHICLE,1302 1607 0344,20.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,7200    CASE                         AV,,"(34.2012, -118.3725)"
45056,156647,101713236,2010-06-18,2010-06-17,2245,17,Devonshire,1716,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0906 1402 1407,22.0,M,W,511.0,PROJECT/TENEMENT/PUBLIC HOUSING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,998.0,,,11800    BALBOA                       BL,,"(34.2841, -118.5021)"
115392,851539,140711325,2014-07-11,2014-07-11,1545,7,Wilshire,724,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,34.0,M,X,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,440.0,,,,7600    BEVERLY                      BL,,"(34.0761, -118.3555)"
147965,594923,121004403,2012-01-09,2011-06-18,1000,10,West Valley,1039,354,THEFT OF IDENTITY,1822,28.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,16000    VICTORY                      BL,,"(34.1867, -118.4815)"
21373,939317,141614571,2014-10-10,2014-10-10,1230,16,Foothill,1684,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0603 0344,21.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,8100    RADFORD                      AV,,"(34.2181, -118.3921)"
133521,926229,141508862,2014-04-05,2014-04-05,100,15,N Hollywood,1521,330,BURGLARY FROM VEHICLE,0344 1609 1307 0352 0935,22.0,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,13100    VANOWEN                      ST,,"(34.194, -118.4181)"
130907,500218,112012456,2011-06-02,2011-06-02,730,20,Olympic,2091,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0419 0559 1251 1259,16.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627.0,,,,WESTERN,WASHINGTON,"(34.04, -118.309)"
101371,653953,121518682,2012-09-20,2012-08-27,1400,15,N Hollywood,1526,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1203 1609 1307,33.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,410.0,,,,6400    TROOST                       AV,,"(34.1867, -118.3865)"
90134,1024433,150321925,2015-10-07,2015-10-06,2300,3,Southwest,327,510,VEHICLE - STOLEN,,14.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2700    ORCHARD                      AV,,"(34.0303, -118.2874)"
23602,883139,141109056,2014-04-16,2014-04-08,1300,11,Northeast,1152,354,THEFT OF IDENTITY,0377,24.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1400    TALMADGE                     ST,,"(34.097, -118.283)"
126544,368754,110616730,2011-06-26,2011-06-26,130,6,Hollywood,647,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,SELMA,EL CENTRO,"(34.0998, -118.3237)"
151602,1338484,161318563,2016-09-01,2016-09-01,1140,13,Newton,1317,520,VEHICLE - ATTEMPT STOLEN,1605,45.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,520.0,,,,1300 S  CENTRAL                      AV,,"(34.0294, -118.246)"
107521,1325995,161221090,2016-08-15,2016-08-12,2200,12,77th Street,1215,330,BURGLARY FROM VEHICLE,1607 0344,28.0,M,B,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,1500 W  57TH                         ST,,"(33.9906, -118.3023)"
12258,191668,131305193,2013-01-22,2013-01-18,1500,13,Newton,1321,310,BURGLARY,0358 1609 0344,,M,H,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,310.0,,,,200 W  24TH                         ST,,"(34.0277, -118.2696)"
141065,967211,141920257,2014-10-09,2014-10-08,2020,19,Mission,1982,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1501,37.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,15200    RAYEN                        ST,,"(34.2319, -118.4633)"
110487,995116,171408681,2017-03-20,2014-11-01,1200,14,Pacific,1444,354,THEFT OF IDENTITY,1822,45.0,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,13600    MARINA POINTE                DR,,"(33.9857, -118.4435)"
51680,75385,130920782,2013-11-28,2013-11-28,5,9,Van Nuys,901,320,"BURGLARY, ATTEMPTED",1601,59.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320.0,,,,7300    SEPULVEDA                    BL,,"(34.203, -118.4662)"
44812,953103,141810755,2014-05-16,2014-05-15,1720,18,Southeast,1846,251,SHOTS FIRED AT INHABITED DWELLING,1100,24.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,,,,1200 E  115TH                        ST,,"(33.9303, -118.2532)"
156905,588577,120911177,2012-05-12,2012-05-12,1235,9,Van Nuys,985,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,,M,W,402.0,MARKET,,,AA,Adult Arrest,442.0,,,,4500    VAN NUYS                     BL,,"(34.153, -118.4487)"
156999,225956,100309229,2010-03-18,2010-03-17,2030,3,Southwest,374,624,BATTERY - SIMPLE ASSAULT,0416 2000,24.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,3900 S  VAN NESS                     AV,,"(34.0146, -118.3171)"
106442,674083,121722053,2012-12-23,2012-12-23,245,17,Devonshire,1709,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0319 0419 0432,54.0,F,W,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,15500    RINALDI                      ST,,"(34.2791, -118.4706)"
70941,1159850,151717012,2015-10-04,2015-10-02,1730,17,Devonshire,1799,310,BURGLARY,1609 0321 0352,44.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,15800    BRYANT                       ST,,"(34.2274, -118.4776)"
153806,315760,102116774,2010-09-02,2010-09-02,30,21,Topanga,2155,330,BURGLARY FROM VEHICLE,0344 1607,35.0,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,22200    VICTORY                      BL,,"(34.1865, -118.6103)"
37133,192759,102109379,2010-04-09,2010-04-03,1530,21,Topanga,2189,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1402,21.0,M,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,998.0,,,20800    VENTURA                      BL,,"(34.1665, -118.5859)"
91386,1204367,161004828,2016-01-22,2015-12-31,2230,10,West Valley,1065,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344,78.0,F,O,104.0,DRIVEWAY,,,IC,Invest Cont,440.0,,,,5300    NEWCASTLE                    AV,,"(34.1667, -118.5243)"
92239,254746,100610816,2010-04-07,2010-04-07,1500,6,Hollywood,645,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,32.0,M,W,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,440.0,,,,7000    HOLLYWOOD                    BL,,"(34.1016, -118.3417)"
139439,1484586,171208331,2017-03-01,2017-02-28,2200,12,77th Street,1267,330,BURGLARY FROM VEHICLE,1601 0344,50.0,M,B,103.0,ALLEY,,,IC,Invest Cont,330.0,,,,800 W  83RD                         ST,,"(33.9637, -118.2871)"
85357,260376,100628601,2010-11-28,2010-11-28,1900,6,Hollywood,636,624,BATTERY - SIMPLE ASSAULT,0416 2000,42.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,WILCOX,HOLLYWOOD,"(34.1016, -118.3311)"
77430,1032832,150413898,2015-08-28,2015-08-28,1500,4,Hollenbeck,473,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1309 0913,38.0,M,H,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,440.0,,,,400 S  SAINT LOUIS                  ST,,"(34.0423, -118.2155)"
149418,1167138,151812307,2015-06-11,2015-06-11,1830,18,Southeast,1821,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,74.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,800 W  102ND                        ST,,"(33.9438, -118.2894)"
65538,458943,111522594,2011-12-22,2011-12-22,650,15,N Hollywood,1596,210,ROBBERY,0344 0325 0355 0104 0304 0315 0334 0400,10.0,M,W,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,,,,10600    VENTURA                      BL,,"(34.1372, -118.3633)"
132888,39266,130511798,2013-06-26,2013-06-25,1930,5,Harbor,587,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600    HAMILTON                     AV,,"(33.7219, -118.2911)"
84853,1572970,170407903,2017-03-29,2017-03-29,800,4,Hollenbeck,443,237,CHILD NEGLECT (SEE 300 W.I.C.),0552 1258 0447 0416,,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,237.0,,,,1100 N  CHICAGO                      ST,,"(34.056, -118.206)"
78853,461423,111608049,2011-03-29,2011-03-24,1545,16,Foothill,1657,354,THEFT OF IDENTITY,0930 1822,28.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,10100    COMMERCE                     AV,,"(34.2523, -118.2886)"
70608,144581,131209404,2013-03-26,2013-03-26,1050,12,77th Street,1205,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 0601 0917 0913,24.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740.0,,,,1100 W  52ND                         ST,,"(33.9951, -118.2937)"
145627,392448,110910361,2011-04-28,2011-04-27,2030,9,Van Nuys,914,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,32.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,6900    KESTER                       AV,,"(34.196, -118.4575)"
64784,268207,100718420,2010-11-28,2010-11-27,1600,7,Wilshire,745,330,BURGLARY FROM VEHICLE,0344,28.0,M,A,101.0,STREET,,,IC,Invest Cont,330.0,,,,5300    SAN VICENTE                  BL,,"(34.0522, -118.3499)"
58007,1552731,171915857,2017-08-02,2017-06-15,1230,19,Mission,1972,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1606 0344,37.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,8900    SEPULVEDA                    BL,,"(34.2319, -118.4676)"
